"id","name","code","executive","employee","worker"
occupation_type_employee_422003,"Empleado, Planificacion De La Produccion",422003,True,True,False,
occupation_type_employee_422004,"Empleado, Planificacion De La Produccion/Coordinacion",422004,True,True,False,
occupation_type_employee_422005,"Empleado, Planificacion De La Produccion/Programa",422005,True,True,False,
occupation_type_employee_422006,"Empleado, Planificacion/Materiales",422006,True,True,False,
occupation_type_employee_422007,"Empleado, Programa De Abastecimiento/Materiales",422007,True,True,False,
occupation_type_employee_423001,Empleado De Agencia De Seguros,423001,True,True,False,
occupation_type_employee_423002,Empleado De Correspondencia,423002,True,True,False,
occupation_type_employee_423003,Empleado De Oficina En General,423003,True,True,False,
occupation_type_employee_423004,Empleado De Oficina Publica O Particular,423004,True,True,False,
occupation_type_employee_423005,"Empleado De Servicios Administrativos, Otros",423005,True,True,False,
occupation_type_employee_423006,Empleado De Servicios De Personal,423006,True,True,False,
occupation_type_employee_436002,"Controlador Administrativo, Ferrocarril/Mercancias",436002,True,True,False,
occupation_type_employee_436003,"Controlador Administrativo, Trafico Aereo",436003,True,True,False,
occupation_type_employee_436004,"Controlador Administrativo, Transporte Aereo",436004,True,True,False,
occupation_type_employee_436005,"Controlador Administrativo, Transporte Ferroviario (Cargas)",436005,True,True,False,
occupation_type_employee_436006,"Controlador Administrativo, Transporte Maritimo",436006,True,True,False,
occupation_type_employee_436007,"Controlador Administrativo, Transporte Por Carretera",436007,True,True,False,
occupation_type_employee_436008,"Empleado, Despacho/Autobuses",436008,True,True,False,
occupation_type_employee_436009,"Empleado, Despacho/Barcos",436009,True,True,False,
occupation_type_employee_436010,"Empleado, Despacho/Camiones",436010,True,True,False,
occupation_type_employee_436011,"Empleado, Despacho/Ferrocarril",436011,True,True,False,
occupation_type_employee_436012,"Empleado, Despacho/Gasoducto",436012,True,True,False,
occupation_type_employee_436013,"Empleado, Despacho/Muelles",436013,True,True,False,
occupation_type_employee_436014,"Empleado, Despacho/Oleoducto",436014,True,True,False,
occupation_type_employee_436015,"Empleado, Despacho/Transporte Aereo",436015,True,True,False,
occupation_type_employee_436016,"Empleado, Despacho/Transporte Carga",436016,True,True,False,
occupation_type_employee_436017,"Empleado, Despacho/Transporte Fluvial Y Transbordador",436017,True,True,False,
occupation_type_employee_436018,"Empleado, Despacho/Transporte Maritimo",436018,True,True,False,
occupation_type_employee_436019,"Empleado, Despacho/Transporte Por Carretera (Excepto Autobu",436019,True,True,False,
occupation_type_employee_436020,"Empleado, Ferrocarril/Deposito",436020,True,True,False,
occupation_type_employee_436021,"Empleado, Movimientos/Trenes",436021,True,True,False,
occupation_type_employee_436022,"Empleado, Operaciones/Transporte Aereo",436022,True,True,False,
occupation_type_employee_436023,"Empleado, Transporte",436023,True,True,False,
occupation_type_employee_436024,"Empleado, Transporte Aereo/Expedicion",436024,True,True,False,
occupation_type_employee_436025,"Empleado, Transporte Aereo/Movimiento",436025,True,True,False,
occupation_type_employee_436026,"Empleado, Transporte Maritimo/Estacion Terminal",436026,True,True,False,
occupation_type_employee_436027,"Empleado, Transporte Maritimo/Muelle",436027,True,True,False,
occupation_type_employee_436028,"Empleado, Transporte Por Carretera/Trafico",436028,True,True,False,
occupation_type_employee_442004,"Empleado, Archivo/Servicios",442004,True,True,False,
occupation_type_employee_442005,"Empleado, Biblioteca",442005,True,True,False,
occupation_type_employee_442006,"Empleado, Biblioteca/Adquisiciones",442006,True,True,False,
occupation_type_employee_442007,"Empleado, Biblioteca/Clasificacion",442007,True,True,False,
occupation_type_employee_442008,"Empleado, Biblioteca/Indice",442008,True,True,False,
occupation_type_employee_442009,"Empleado, Biblioteca/Prestamo De Libros",442009,True,True,False,
occupation_type_employee_443003,"Empleado De Correos, Correspondencia/Clasificacion",443003,True,True,False,
occupation_type_employee_443004,"Empleado, Distribucion/Correspondencia",443004,True,True,False,
occupation_type_employee_443011,"Supervisor, Correo",443011,True,True,False,
occupation_type_employee_444002,"Empleado, Correccion De Pruebas/Imprenta",444002,True,True,False,
occupation_type_employee_444003,"Empleado, Elaboracion De Listas",444003,True,True,False,
occupation_type_employee_444004,"Empleado, Escrituras",444004,True,True,False,
occupation_type_employee_444005,"Empleado, Clasificador De Documentos",444005,True,True,False,
occupation_type_employee_444006,"Empleado, Maquina Franqueadora",444006,True,True,False,
occupation_type_employee_451014,"Empleado, Emision De Billetes/Excepto De Viaje",451014,True,True,False,
occupation_type_employee_451015,"Empleado, Operaciones De Cambio",451015,True,True,False,
occupation_type_employee_451016,"Empleado, Ventanilla De Banco",451016,True,True,False,
occupation_type_employee_451017,"Empleado, Ventanilla De Correos",451017,True,True,False,
occupation_type_employee_454001,"Empleado, Agencia De Viajes",454001,True,True,False,
occupation_type_employee_454002,"Empleado, Agencia De Viajes/Ventas De Billetes",454002,True,True,False,
occupation_type_employee_454003,"Empleado, Emision De Billetes/Viajes",454003,True,True,False,
occupation_type_employee_454004,"Empleado, Viajes",454004,True,True,False,
occupation_type_employee_454005,"Empleado, Viajes/Ferrocarriles",454005,True,True,False,
occupation_type_employee_454006,"Empleado, Viajes/Lineas Aereas",454006,True,True,False,
occupation_type_employee_454007,"Empleado, Concertacion De Entrevistas",454007,True,True,False,
occupation_type_employee_454008,"Empleado, Informes",454008,True,True,False,
occupation_type_employee_462002,"Empleado, Operador De Maquina Autocopista",462002,True,True,False,
occupation_type_employee_462003,"Empleado, Operador De Fotocopiadora",462003,True,True,False,
occupation_type_employee_462004,"Empleado, Operador De Maquina Reproductora De Documentos",462004,True,True,False,
occupation_type_employee_462005,"Empleado, Operador De Maquina Multicopista",462005,True,True,False,
occupation_type_employee_462006,"Empleado De Oficina, Otros",462006,True,True,False,
occupation_type_employee_711001,Adornistas,711001,True,True,True,
occupation_type_employee_711002,Apiri,711002,True,True,True,
occupation_type_employee_711003,"Apuntalador, Ademador, Aladero, Entibador, Minas",711003,True,True,True,
occupation_type_employee_711004,"Artillero, Minas Y Canteras",711004,True,True,True,
occupation_type_employee_711005,Apurador-Lavador De Mineral,711005,True,True,True,
occupation_type_employee_711006,Aserrador De Piedra,711006,True,True,True,
occupation_type_employee_711007,"Barrenero, Dinamitero",711007,True,True,True,
occupation_type_employee_712008,"Peon De Torre, Petroleo",712008,True,True,True,
occupation_type_employee_713001,"Ayudante, Horno Alto",713001,True,True,True,
occupation_type_employee_714001,Auxiliar De Tren De Laminacion,714001,True,True,True,
occupation_type_employee_714002,Ayudante De Tren De Laminacion,714002,True,True,True,
occupation_type_employee_714010,Operario De Tren De Laminacion,714010,True,True,True,
occupation_type_employee_714011,Operario De Laminado De Revestimiento,714011,True,True,True,
occupation_type_employee_714012,Operario De Laminado Reversible,714012,True,True,True,
occupation_type_employee_715001,Ayudante De Horno De Segunda Fusion O De Recalentado,715001,True,True,True,
occupation_type_employee_716008,Operario De Nave De Colada,716008,True,True,True,
occupation_type_employee_716009,Operario De Colada Continua,716009,True,True,True,
occupation_type_employee_733003,"Obrero Tratam. Petroleo Crudo, Campos Extraccion",733003,True,True,True,
occupation_type_employee_737005,Obreros De La Coagulacion De Latex,737005,True,True,True,
occupation_type_employee_737006,Obreros Tratamiento Quimico De Materiales Radiactivos,737006,True,True,True,
occupation_type_employee_737007,Obreros Del Tratamiento De Desechos Radiactivos,737007,True,True,True,
occupation_type_employee_737008,Obreros En La Fabricacion De Abonos,737008,True,True,True,
occupation_type_employee_737009,Obreros En La Fabricacion De Acidos,737009,True,True,True,
occupation_type_employee_737010,"Obrero, Fabricacion Colorantes, Tintes, Pinturas, Barnices",737010,True,True,True,
occupation_type_employee_737011,"Obrero, Fabricacion De Carusa",737011,True,True,True,
occupation_type_employee_737012,"Obrero, Fabricacion De Minio",737012,True,True,True,
occupation_type_employee_737013,"Obrero, Fabricacion Hidrogeno, Oxigeno, Acetileno, Otros",737013,True,True,True,
occupation_type_employee_737014,"Obrero, Fabricacion De Explosivos",737014,True,True,True,
occupation_type_employee_737015,"Obrero, Fabricacion De Comprimidos Y Grageas",737015,True,True,True,
occupation_type_employee_742014,Obrero Textil,742014,True,True,True,
occupation_type_employee_767018,Obrero De La Elaboracion De Vinos,767018,True,True,True,
occupation_type_employee_767019,Obrero De La Fabricacion De Levadura,767019,True,True,True,
occupation_type_employee_767020,"Obrero De La Germinacion De Granos,Cerveza",767020,True,True,True,
occupation_type_employee_767021,Obrero De Vinos Achampanados,767021,True,True,True,
occupation_type_employee_767022,"Obrero Elaboracion Sodas, Gaseosas Y Otras Bebidas No Alcoh",767022,True,True,True,
occupation_type_employee_782001,Ayudante De Mecanico De Vehiculos De Motor,782001,True,True,True,
occupation_type_employee_785006,Ayudante De Hojalateria,785006,True,True,True,
occupation_type_employee_785007,Ayudante De Remachador De Estructuras Metalicas,785007,True,True,True,
occupation_type_employee_785025,"Operario De Mesa De Corte, Oxicortador",785025,True,True,True,
occupation_type_employee_785026,Operario De Oxicorte,785026,True,True,True,
occupation_type_employee_811017,Obrero Del Apomazado Del Caucho,811017,True,True,True,
occupation_type_employee_811018,Obrero En La Fabric. De Articulos De Caucho,811018,True,True,True,
occupation_type_employee_813001,Ayudante De Reencauchador De Neumaticos,813001,True,True,True,
occupation_type_employee_843004,Obrero De La Elabor. De Prefabricados De Hormigon Armado,843004,True,True,True,
occupation_type_employee_843005,Obrero De La Elaboracion De Prod.Hormigon Armado,843005,True,True,True,
occupation_type_employee_843006,Obrero De La Elaboracion De Fibrocemento De Amianto,843006,True,True,True,
occupation_type_employee_843007,Obrero De La Fabricacion De Piedra Artificial,843007,True,True,True,
occupation_type_employee_843008,Obrero De La Fabric. De Aglomerados De Piedra Artificial,843008,True,True,True,
occupation_type_employee_843009,Obrero De La Fabricacion De Papel Y Tela De Esmeril(Lija),843009,True,True,True,
occupation_type_employee_843010,Obrero De La Fab. De Telas Y Papeles Prevestidos,843010,True,True,True,
occupation_type_employee_843011,Losetero Fabricacion De Locetas Y Mosaicos,843011,True,True,True,
occupation_type_employee_843012,Obrero De La Preparacion De Arenas Siliceas Para Filtros,843012,True,True,True,
occupation_type_employee_843013,Otros Obreros De La Fabricacion De Prod. Derivados,843013,True,True,True,
occupation_type_employee_844018,Obrero De Impermeabilizacion De Telas Al Aceite,844018,True,True,True,
occupation_type_employee_844019,Obrero De La Elaboracion De Productos De Corcho,844019,True,True,True,
occupation_type_employee_844020,Obrero De La Elaboracion De Cuerdas De Tripa,844020,True,True,True,
occupation_type_employee_844021,Obrero De La Fabricacion De Linoleo,844021,True,True,True,
occupation_type_employee_844022,Obrero De La Fabric.De Peliculas Y Papel Fotografico,844022,True,True,True,
occupation_type_employee_844023,Obrero De La Fabricacion De Juguetes De Madera,844023,True,True,True,
occupation_type_employee_844024,Obrero De Fabricacion De Juguete Metalicos,844024,True,True,True,
occupation_type_employee_844025,Obrero De Trat. Y Revest. De Alquitran O Asfalto Del Papel,844025,True,True,True,
occupation_type_employee_844026,Obrero En La Elaboracion De Telas Aceitadas,844026,True,True,True,
occupation_type_employee_844027,Obrero En La Fabricacion De Botones,844027,True,True,True,
occupation_type_employee_844028,Obrero En La Fabricacion De Adornos Artificiales,844028,True,True,True,
occupation_type_employee_861001,Adoquineros,861001,True,True,True,
occupation_type_employee_861002,Adoquinador-Pavimentador,861002,True,True,True,
occupation_type_employee_861003,Albañil,861003,True,True,True,
occupation_type_employee_861004,Albañilero,861004,True,True,True,
occupation_type_employee_861005,Albañil En General,861005,True,True,True,
occupation_type_employee_861006,"Colocacion De Losas,Suelo, Solador",861006,True,True,True,
occupation_type_employee_861007,Colocador De Labrillos En General,861007,True,True,True,
occupation_type_employee_861008,"Constructor De Casas, Albanil",861008,True,True,True,
occupation_type_employee_861009,"Constructor De Alcantarillas, Albaðil",861009,True,True,True,
occupation_type_employee_861010,Enlosador,861010,True,True,True,
occupation_type_employee_861011,"Estufista,Fumista Albaðil En La Industria",861011,True,True,True,
occupation_type_employee_861012,Mampostero,861012,True,True,True,
occupation_type_employee_861013,"Marmolista, Construccion",861013,True,True,True,
occupation_type_employee_861014,"Mosaista,Colocador De Mosaicos",861014,True,True,True,
occupation_type_employee_861015,Pavimentador,861015,True,True,True,
occupation_type_employee_861016,Rejuntador De Mamposteria Careada Y Concertada,861016,True,True,True,
occupation_type_employee_861017,"Restaurador De Mamposteria De Construc.Historic.,Albaðil",861017,True,True,True,
occupation_type_employee_861018,Solador En Mosaico,861018,True,True,True,
occupation_type_employee_861019,Solador De Labrillos O Baldosas,861019,True,True,True,
occupation_type_employee_861020,"Solador En Materiales Plasticas, Sintasol",861020,True,True,True,
occupation_type_employee_862001,Armador De Hormigon,862001,True,True,True,
occupation_type_employee_862002,"Carpintero De Arma, Trabajo De Encofrado",862002,True,True,True,
occupation_type_employee_862003,"Cementero De Hormigon Armado,En General",862003,True,True,True,
occupation_type_employee_862004,"Cementero,Trabajo De Acabado",862004,True,True,True,
occupation_type_employee_862005,Encofrador En Madera,862005,True,True,True,
occupation_type_employee_862006,Enfoscador,862006,True,True,True,
occupation_type_employee_862007,En Terrazo,862007,True,True,True,
occupation_type_employee_862008,Obrero Del Curado Del Hormigon,862008,True,True,True,
occupation_type_employee_862010,"Solador En Terrazo, Pavimento Continuo",862010,True,True,True,
occupation_type_employee_862011,Vestimientos Con Hormigon,862011,True,True,True,
occupation_type_employee_863001,"Colocador De Cubiertas De Asfalto, De Junco De Metal",863001,True,True,True,
occupation_type_employee_863002,"Colocador De Tejas, Techador",863002,True,True,True,
occupation_type_employee_863003,Otros Techadores,863003,True,True,True,
occupation_type_employee_863004,"Techador En General, Pizarra, Teja, Asfalto, Materiales Sin",863004,True,True,True,
occupation_type_employee_863005,En Metal De Paja Y Similares,863005,True,True,True,
occupation_type_employee_864001,"Carpintero En Construc En Gral,Exc:Arma,Trab.De Encofrado",864001,True,True,True,
occupation_type_employee_864002,"Calafatero,Carpintero",864002,True,True,True,
occupation_type_employee_864003,Carpintero-Ebanista De Construccion,864003,True,True,True,
occupation_type_employee_864004,Carpintero De Aviacion,864004,True,True,True,
occupation_type_employee_864005,"Carpintero Ebanista, Construccion De Edificios",864005,True,True,True,
occupation_type_employee_864006,"Carpintero Ebanista, Construccion De Barcos",864006,True,True,True,
occupation_type_employee_864007,Carpintero-Armador De Embarcaciones,864007,True,True,True,
occupation_type_employee_864008,Carpintero Naval O Calafatero,864008,True,True,True,
occupation_type_employee_864009,Carpintero De Rivera,864009,True,True,True,
occupation_type_employee_864010,Carpintero De Puerta Y Ventanas,864010,True,True,True,
occupation_type_employee_864011,Colocador De Parquet,864011,True,True,True,
occupation_type_employee_864012,Entarugador De Pavimentos,864012,True,True,True,
occupation_type_employee_864013,"Montador De Ebanisteria, Edificacion",864013,True,True,True,
occupation_type_employee_864014,"Parquetero, Coloca Pisos De Parquet",864014,True,True,True,
occupation_type_employee_864015,Portaventanero,864015,True,True,True,
occupation_type_employee_865001,Decorador En Yeso Fibroso,865001,True,True,True,
occupation_type_employee_865002,Enlistonador,865002,True,True,True,
occupation_type_employee_865003,"Enlucidor En Yeso, En General",865003,True,True,True,
occupation_type_employee_865004,"Escayolista-Decorador, Escayolista",865004,True,True,True,
occupation_type_employee_865005,"Estuquista-Decorador,Escoyolista",865005,True,True,True,
occupation_type_employee_865006,Listonero,865006,True,True,True,
occupation_type_employee_865007,Revocador,865007,True,True,True,
occupation_type_employee_865008,Yesero En General,865008,True,True,True,
occupation_type_employee_867001,Cristalero De Edificio,867001,True,True,True,
occupation_type_employee_867002,Cristalero De Claroboyas,867002,True,True,True,
occupation_type_employee_867003,Colocador De Vidrios En Ventanas,867003,True,True,True,
occupation_type_employee_867004,Colocador De Lunas De Vehiculos,867004,True,True,True,
occupation_type_employee_867005,"Vidriero, Colocador De Vidrios",867005,True,True,True,
occupation_type_employee_868001,"Asfalto, Grano De Arena Y Materiales Similares",868001,True,True,True,
occupation_type_employee_868004,Colocador De Baldosas Sinteticas,868004,True,True,True,
occupation_type_employee_868005,Colocador De Caðerias Principales De Agua,868005,True,True,True,
occupation_type_employee_868006,Colocador De Cables Gruesos Subterraneos,868006,True,True,True,
occupation_type_employee_868007,"Colocador De Tubos, Conducciones",868007,True,True,True,
occupation_type_employee_868008,Constructor De Canalizacion Por Tubos,868008,True,True,True,
occupation_type_employee_868010,Montador De Andamios,868010,True,True,True,
occupation_type_employee_868011,Montador De Elementos Prefabric.De La Edificac.,868011,True,True,True,
occupation_type_employee_868012,"Montador,Edificacion Con Elementos Prefabricado",868012,True,True,True,
occupation_type_employee_868013,"Obrero De Conservacion, Reparacion Y Mantenimiento De Edifi",868013,True,True,True,
occupation_type_employee_868014,Obrero De Revest.De Suelos De Baldosas Sinteticas,868014,True,True,True,
occupation_type_employee_868015,Obrero Especializado En Suelo Revestidos Con Asfalto,868015,True,True,True,
occupation_type_employee_868016,Obrero Especializado En Apeos,868016,True,True,True,
occupation_type_employee_868017,Pocero,868017,True,True,True,
occupation_type_employee_868019,"Solador,Ladrillos Y Baldosas De Material Sintetico",868019,True,True,True,
occupation_type_employee_868020,Trabajador En La Construccion Y Repaciones,868020,True,True,True,
occupation_type_employee_868021,Capataz De Construcción,868021,True,True,True,
occupation_type_employee_868022,Oficial De Construcción,868022,True,True,True,
occupation_type_employee_882001,"Auxiliar De La Camara De Maquinas,Barcos",882001,True,True,True,
occupation_type_employee_882003,Fogonero De Barco,882003,True,True,True,
occupation_type_employee_882004,Limpiador De Maquinas.Barcos,882004,True,True,True,
occupation_type_employee_883001,Ayudante De Maquinistas De Tren,883001,True,True,True,
occupation_type_employee_886005,"Obrero De Compuertas De Evacuacion,Exclusas En Dique Seco",886005,True,True,True,
occupation_type_employee_911001,"Vendedor Ambulante, Cereales: Avena, Cebada, Trigo, Etc.",911001,True,True,True,
occupation_type_employee_911002,"Vendedor Ambulante, Especerias: Canela, Clavo De Olor, Pimi",911002,True,True,True,
occupation_type_employee_911003,"Vendedor Ambulante, Fruta Fresca",911003,True,True,True,
occupation_type_employee_911004,"Vendedor Ambulante, Hortalizas: Ajo, Cebolla, Choclo, Vaini",911004,True,True,True,
occupation_type_employee_911005,"Vendedor Ambulante, Menestras: Frijoles, Garbanzos, Lenteja",911005,True,True,True,
occupation_type_employee_911006,"Vendedor Ambulante, Tuberculos: Camote, Papa, Yuca, Etc.",911006,True,True,True,
occupation_type_employee_912001,"Vendedor Ambulante, Anticuchos",912001,True,True,True,
occupation_type_employee_912002,"Vendedor Ambulante, Cebiches Y Derivados",912002,True,True,True,
occupation_type_employee_912003,"Vendedor Ambulante, Churros",912003,True,True,True,
occupation_type_employee_912004,"Vendedor Ambulante, Emoliente",912004,True,True,True,
occupation_type_employee_912005,"Vendedor Ambulante, Jugos Y Refrescos",912005,True,True,True,
occupation_type_employee_912006,"Vendedor Ambulante, Picantes",912006,True,True,True,
occupation_type_employee_912007,"Vendedor Ambulante, Raspadillas",912007,True,True,True,
occupation_type_employee_912008,"Vendedor Ambulante, Salchipapas",912008,True,True,True,
occupation_type_employee_912009,"Vendedor Ambulante, Sandwich",912009,True,True,True,
occupation_type_employee_912010,"Vendedor Ambulante, Comidas Preparadas En La Calle, Otros",912010,True,True,True,
occupation_type_employee_913001,"Vendedor Ambulante, Alfalfa Y Forraje",913001,True,True,True,
occupation_type_employee_913002,"Vendedor Ambulante, Coca",913002,True,True,True,
occupation_type_employee_913003,"Vendedor Ambulante, Flores",913003,True,True,True,
occupation_type_employee_913004,"Vendedor Ambulante, Plantas Y Semillas",913004,True,True,True,
occupation_type_employee_913005,"Vendedor Ambulante, Cochinilla",913005,True,True,True,
occupation_type_employee_914001,"Vendedor Ambulante, Camarones Y Langostinos",914001,True,True,True,
occupation_type_employee_914002,"Vendedor Ambulante, Carne De: Ballena, Lobo Marino, Tortuga",914002,True,True,True,
occupation_type_employee_914003,"Vendedor Ambulante, Mariscos: Choros, Conchas, Etc.",914003,True,True,True,
occupation_type_employee_914004,"Vendedor Ambulante, Pescados: Bonito, Jurel, Pejerrey, Truc",914004,True,True,True,
occupation_type_employee_915001,"Vendedor Ambulante, Animales Vivos: Conejos, Gatos, Perros,",915001,True,True,True,
occupation_type_employee_915002,"Vendedor Ambulante, Aves Vivos Y/O Sus Carnes",915002,True,True,True,
occupation_type_employee_915003,"Vendedor Ambulante, Carnes: Porcino, Vacuno, Etc.",915003,True,True,True,
occupation_type_employee_915004,"Vendedor Ambulante, Repartidor De Leche",915004,True,True,True,
occupation_type_employee_916001,"Vendedor Ambulante, Productos Farmaceuticos: Alcohol, Algod",916001,True,True,True,
occupation_type_employee_916002,"Vendedor Ambulante, Cortezas Y Hierbas/ Uso Medicinal",916002,True,True,True,
occupation_type_employee_916003,"Vendedor Ambulante, Raices De Plantas/ Uso Medicinal",916003,True,True,True,
occupation_type_employee_917001,"Vendedor Ambulante, Aceite Comestible",917001,True,True,True,
occupation_type_employee_917002,"Vendedor Ambulante, Cafe Tostado, Molido, Envasado Y/O Gran",917002,True,True,True,
occupation_type_employee_917003,"Vendedor Ambulante, Caramelos, Confites, Chocolates, Gallet",917003,True,True,True,
occupation_type_employee_917004,"Vendedor Ambulante, Helados, Hielo, Marcianos, Etc.",917004,True,True,True,
occupation_type_employee_917005,"Vendedor Ambulante, Pan, Pasteles",917005,True,True,True,
occupation_type_employee_917006,"Vendedor Ambulante, Productos Lacteos, Fideos, Harinas, Azu",917006,True,True,True,
occupation_type_employee_917007,"Vendedor Ambulante, Productos Alimenticios Para Animales/ A",917007,True,True,True,
occupation_type_employee_917008,"Vendedor Ambulante, Abarrotes",917008,True,True,True,
occupation_type_employee_918001,"Vendedor Ambulante, Cigarro, Tabaco, Pipas E Implementos Pa",918001,True,True,True,
occupation_type_employee_918002,"Vendedor Ambulante, Agua Mineral, Gaseosas, Vino, Etc.",918002,True,True,True,
occupation_type_employee_919001,"Vendedor Ambulante; Cosmeticos, Perfumes, Locion, Etc.",919001,True,True,True,
occupation_type_employee_919002,"Vendedor Ambulante; Escobas, Escobillas, Escobillones, Etc.",919002,True,True,True,
occupation_type_employee_919003,"Vendedor Ambulante; Jabones, Detergentes, Etc.",919003,True,True,True,
occupation_type_employee_919004,"Vendedor Ambulante; Pasta Dentrifica, Papel Higienico, Etc.",919004,True,True,True,
occupation_type_employee_919005,"Vendedor Ambulante; Productos De: Ornella, Unique, Yambal,",919005,True,True,True,
occupation_type_employee_921001,"Vendedor Ambulante; Aceite Para Autos, Lubricantes (Envasad",921001,True,True,True,
occupation_type_employee_921003,"Vendedor Ambulante, Leða O Carbon",921003,True,True,True,
occupation_type_employee_922001,"Vendedor Ambulante, Calzados, Zapatillas, Sandalias, Slaps,",922001,True,True,True,
occupation_type_employee_922002,"Vendedor Ambulante, Merceria: Agujas, Adornos De Vestido, B",922002,True,True,True,
occupation_type_employee_922003,"Vendedor Ambulante, Prendas De Vestir: Camisas, Carteras, P",922003,True,True,True,
occupation_type_employee_922004,"Vendedor Ambulante, Telas Y/O Tejidos",922004,True,True,True,
occupation_type_employee_922005,"Vendedor Ambulante, Sombreros",922005,True,True,True,
occupation_type_employee_922006,"Vendedor Ambulante Pasamaneria, Lenceria, Merceria",922006,True,True,True,
occupation_type_employee_923001,"Vendedor Ambulante, Alfombras. Cortinas, Tapices Y Articulo",923001,True,True,True,
occupation_type_employee_923002,"Vendedor Ambulante, Art. Domest.: Cocina, Lavadora, Refrige",923002,True,True,True,
occupation_type_employee_923003,"Vendedor Ambulante, Catres Y Colchones/ Camas",923003,True,True,True,
occupation_type_employee_923004,"Vendedor Ambulante, Muebles Para El Hogar",923004,True,True,True,
occupation_type_employee_923005,"Vendedor Ambulante, Utensilios De Cocina: Cacerolas, Cuchil",923005,True,True,True,
occupation_type_employee_923006,"Vendedor Ambulante, Art. De Mesa: Manteles, Individuales, P",923006,True,True,True,
occupation_type_employee_924001,"Vendedor Ambulante, Diarios Y Revistas / Canillitas",924001,True,True,True,
occupation_type_employee_924002,"Vendedor Ambulante, Libros Y Novelas",924002,True,True,True,
occupation_type_employee_924003,"Vendedor Ambulante, Utles De Escritorio: Borradores, Cuader",924003,True,True,True,
occupation_type_employee_925001,"Vendedor Ambulante, Antiguedades",925001,True,True,True,
occupation_type_employee_925002,"Vendedor Ambulante, Articulos Artesanales",925002,True,True,True,
occupation_type_employee_925003,"Vendedor Ambulante, Articulos De Plata",925003,True,True,True,
occupation_type_employee_925004,"Vendedor Ambulante, Articulos Religiosos",925004,True,True,True,
occupation_type_employee_925005,"Vendedor Ambulante, Articulos Para Fiestas Y Disfraces",925005,True,True,True,
occupation_type_employee_925006,"Vendedor Ambulante, Cuadros Y Esculturas",925006,True,True,True,
occupation_type_employee_926001,"Vendedor Ambulante, Articulos Deportivos",926001,True,True,True,
occupation_type_employee_926002,"Vendedor Ambulante, Juguetes",926002,True,True,True,
occupation_type_employee_927001,"Vendedor Ambulante, Anteojos Y Lunas",927001,True,True,True,
occupation_type_employee_927002,"Vendedor Ambulante, Cassettes (Blancos Y Grabados) Y Discos",927002,True,True,True,
occupation_type_employee_927003,"Vendedor Ambulante, Hules Y/O Marroquines",927003,True,True,True,
occupation_type_employee_927004,"Vendedor Ambulante, Maletas Y Maletines / Carteras",927004,True,True,True,
occupation_type_employee_927005,"Vendedor Ambulante, Relojes",927005,True,True,True,
occupation_type_employee_927006,"Vendedor Ambulante, Repuesto Y/O Art. De Ferreteria",927006,True,True,True,
occupation_type_employee_927007,"Vendedor Ambulante, Otros",927007,True,True,True,
occupation_type_employee_941001,Ama De Cria O Seca O Leche O Niðos,941001,True,True,True,
occupation_type_employee_941002,Ama De Llaves,941002,True,True,True,
occupation_type_employee_941003,Aya Mama,941003,True,True,True,
occupation_type_employee_941004,Ayuda De Camara,941004,True,True,True,
occupation_type_employee_941005,Cantinero,941005,True,True,True,
occupation_type_employee_941006,Camarero,941006,True,True,True,
occupation_type_employee_941007,Cocinero,941007,True,True,True,
occupation_type_employee_941008,Criado,941008,True,True,True,
occupation_type_employee_941009,Dama De Compaðia,941009,True,True,True,
occupation_type_employee_941011,Lavandero,941011,True,True,True,
occupation_type_employee_941014,Mesero,941014,True,True,True,
occupation_type_employee_941015,Mozo (Personal Domestico),941015,True,True,True,
occupation_type_employee_941016,Mucama,941016,True,True,True,
occupation_type_employee_941017,Nana,941017,True,True,True,
occupation_type_employee_941018,Niñera,941018,True,True,True,
occupation_type_employee_941019,Sirvienta (E),941019,True,True,True,
occupation_type_employee_941020,"Sirvienta (E), Cocina",941020,True,True,True,
occupation_type_employee_941021,"Sirvienta (E), Salon",941021,True,True,True,
occupation_type_employee_941022,"Sirviente (A), Cocina",941022,True,True,True,
occupation_type_employee_941023,"Sirviente (A), Salon",941023,True,True,True,
occupation_type_employee_944001,Lavador Ambulante De Autos,944001,True,True,True,
occupation_type_employee_944002,Limpiabotas,944002,True,True,True,
occupation_type_employee_944003,Limpiador De Ventanas,944003,True,True,True,
occupation_type_employee_944004,Lustrabotas,944004,True,True,True,
occupation_type_employee_944005,Pegador De Carteles,944005,True,True,True,
occupation_type_employee_944006,Recadero,944006,True,True,True,
occupation_type_employee_945004,Ayudante De Camion,945004,True,True,True,
occupation_type_employee_945005,"Ayudante, Baðos Turcos",945005,True,True,True,
occupation_type_employee_945006,"Ayudante, Baðos Sauna",945006,True,True,True,
occupation_type_employee_945011,Descargador De Aviones,945011,True,True,True,
occupation_type_employee_945012,Descargador De Barcos,945012,True,True,True,
occupation_type_employee_945015,Ensacador A Mano,945015,True,True,True,
occupation_type_employee_945016,Escogedor De Botellas,945016,True,True,True,
occupation_type_employee_945018,Estibador Cargador De Barcos,945018,True,True,True,
occupation_type_employee_945021,Llenado O Envasador De Productos,945021,True,True,True,
occupation_type_employee_945025,Mozo De Mercados De Abastos,945025,True,True,True,
occupation_type_employee_945026,Mozo De Transporte De Muebles,945026,True,True,True,
